ROW_ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);DIRECTORS;ACTORS;CATEGORIES;ORIGIN;NB_SEASONS;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
1420;Falco (2013);ND;En cours;52 min;Clothilde Jamin;Sagamore Stévenin, Clément Manuel, Alexia Barlier;Comédie,Policier;France;3;22;Après 22 ans de coma, le lieutenant Alexandre Falco réintègre les rangs de la police. Tout droit sorti des années 90 dont il est le parfait représentant, il mène lenquête en duo avec le jeune et sérieux lieutenant Romain Chevalier. Toujours aussi imprévisible, impertinent et passionné, Alex se jette à corps perdu dans ses enquêtes et envoie valser le politiquement correct au grand dam de son coéquipier.;http://static.media.dpstream.net/s/5541/7659595.3-1475149094.jpg;Série Falco (2013) streaming,Falco (2013) dpstream, Série Falco (2013) HD, Falco (2013) streaming VF
1421;You can dance (US) - So You Think You Can Dance;ND;Terminée;ND;;;En cours de classement;;ND;ND;Des danseurs venus des quatre coins des Etats-Unis vont saffronter dans une compétition à lissue de laquelle sera décerné le titre de « Danseur préféré des Etats-Unis » !<br>Pour cela, les candidats doivent se présenter à lune des nombreuses auditions qui ont lieu dans toutes les grandes villes américaines à la suite desquelles, les 20 meilleurs danseurs, tous styles confondus, seront choisis pour la compétition. Regroupés par groupes de quatre, de trois, en duo ou même en solo, chaque semaine ils vont devoir démontrer leur talent en concourant sur différents styles : salsa, danse de salon, hip-hop, danse de rue, danse contemporaine, jazz, ballet<br>Chaque danseur a sa spécialité et il nest pas toujours facile de sadapter. Alors, comment vont-ils relever le défi ?<br><br>Titre original : So You Think You Can Dance<br>Titre diffusion France : You can dance (US)<br><br>Créé en 2005 par Simon Fuller, Nigel Lythgoe - 10 saisons, 207 épisodes<br>Statut : en production<br>Pays : États-Unis - Genre : Télé réalité, Compétition, Danse<br>Format : 90 mn<br><br><br>- Saison 09 : 15 épisodes<br><br>Guide des épisodes<br>http://en.wikipedia.org/wiki/So_You_Think_You_Can_Dance_%28United_States%29<br>;http://static.media.dpstream.net/s/5540/so-you-think-you-can-dance-participants-1475148915.jpg;Série You can dance (US) - So You Think You Can Dance streaming,You can dance (US) - So You Think You Can Dance dpstream, Série You can dance (US) - So You Think You Can Dance HD, You can dance (US) - So You Think You Can Dance streaming VF
1422;Sam & Cat (Sam and Cat);ND;Terminée;ND;;;En cours de classement;;ND;ND;Les aventures de Sam et Cat, deux colocataires montant leur entreprise de babysitting.<br><br><br>Titre original : Sam & Cat<br>Créée par Dan Schneider en 2013<br><br>Saisons : 01 - Épisodes : 24 - Statut : En production<br>Format : 22 mn - Genre : Sitcom, Comédie - Nationalité : Américaine <br>Avec Jennette McCurdy, Ariana Grande, Cameron Ocasio<br><br><br><br><br><br>Pour Info<br>- cette série est un spin-off croisé entre les séries iCarly and Victorious que vous pouvez retrouver ici :<br>http://www.dpstream.net/serie-1271.html<br>http://www.dpstream.net/serie-2503.html<br>;http://static.media.dpstream.net/s/5539/show-cover-sam-and-cat-1475148861.jpg;Série Sam & Cat (Sam and Cat) streaming,Sam & Cat (Sam and Cat) dpstream, Série Sam & Cat (Sam and Cat) HD, Sam & Cat (Sam and Cat) streaming VF
1423;Ray Donovan;ND;En cours;42 min;Ann Biderman;Liev Schreiber, Paula Malcolmson, Jon Voight;Drame,Famille;États-Unis;3;36;Un spécialiste des litiges les plus compliqués, controversés et confidentiels des familles les plus aisées de Los Angeles, a bien du mal à régler ses problèmes à lui, bien souvent d'ordre familial...;http://static.media.dpstream.net/s/5538/205290.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1466439935.jpg;Série Ray Donovan streaming,Ray Donovan dpstream, Série Ray Donovan HD, Ray Donovan streaming VF
1424;Tatami Academy (Kickin' It);ND;Terminée;ND;;;En cours de classement;;ND;ND;"La Tatami Academy, école darts martiaux miteuse, menace de fermer définitivement. Sensei Rudy, le directeur, décide de recruter une nouvelle équipe de formateurs : il y a Jack, le skater du coin qui connait tous les ados du quartier ; Slacker, le dur à cuire ; Milton, le plus populaire des élèves du lycée et la gentille Eddie, la confidente du groupe. <br><br><br>Titre original : Kickin' It<br>Créée par Jim O'Doherty (2011) - 3 saisons, 44 épisodes<br>Statut : En production<br><br>Nationalité : Américaine - Genre : Comédie<br>Avec Dylan Riley Snyder, Jason Earles, Leo Howard<br>Format : 26 minutes";http://static.media.dpstream.net/s/5537/kickinit-1475148828.jpg;Série Tatami Academy (Kickin' It) streaming,Tatami Academy (Kickin' It) dpstream, Série Tatami Academy (Kickin' It) HD, Tatami Academy (Kickin' It) streaming VF
1425;The White Queen;ND;Terminée;ND;;;En cours de classement;;ND;ND;En 1464, l'Angleterre est en guerre depuis neuf ans. Deux familles, les York et les Lancaster, s'opposent violemment pour s'emparer du trône. Entre manigances, déceptions et trahisons, trois femmes - Elizabeth Woodville, Margaret Beaufort et Anne Neville - vont avoir un rôle déterminant dans l'Histoire. Chacune va défendre à sa façon sa cause et celle des êtres aimés. <br><br>Série créée par Emma Frost en 2013<br><br>Saison : 1 - episodes : 10 - Statut : en production<br>Origine : Grande-Bretagne - Genre : Aventure, Drame, Péplum - Format : 52 mn<br>Avec : Rebecca Ferguson, Amanda Hale, Aneurin Barnard;http://static.media.dpstream.net/s/5536/white_queen_promo-1475148620.jpg;Série The White Queen streaming,The White Queen dpstream, Série The White Queen HD, The White Queen streaming VF
1426;King and Maxwell;ND;Terminée;ND;;;En cours de classement;;ND;ND;Sean King et Michelle Maxwell, deux anciens agents des services secrets, apportent leur aide aux forces de l'ordre... <br><br>Créée en 2013 par  Shane Brennan.<br><br>Saisons : 1 - Épisodes : 10 - Statut : En production<br>Format : 42 min - Genre : Drame, Policier - Pays : États-Unis<br><br>Avec Jon Tenney, Rebecca Romijn, Michael O'Keefe...;http://static.media.dpstream.net/s/5535/mv5bmzg3mzkxmzc5nf5bml5banbnxkftztgwmzcxodqxmde@._v1_uy268_cr11,0,182,268_a;Série King and Maxwell streaming,King and Maxwell dpstream, Série King and Maxwell HD, King and Maxwell streaming VF
1427;Minna! Esper Dayo!;ND;Terminée;ND;;;En cours de classement;;ND;ND;Kamokawa Yoshiro est un élève tout ce qu'il y a de plus normal dans un petit lycée de la campagne d'Aichi. Jusqu'au jour où il se rend compte qu'il dispose de la capacité d'entendre les pensées des gens qui l'entourent. Profondément perturbé par l'apparition de ce pouvoir surnaturel, il se met finalement en tête de l'utiliser pour sauver le monde. Même si son vrai but est moins glorieux, il voudrait juste se faire remarquer de la jolie Asami Sae récemment transférée dans son établissement.<br>Yoshiro va cependant vite s'apercevoir qu'il n'est pas le seul à posséder un étrange pouvoir. Nagano Terumitsu, le patron d'un café où se rend fréquemment Yoshiro, semble être capable d'utiliser la télékinésie pour déplacer certains objets, tandis que Hirano Miyuki, amie d'enfance de Yoshiro possède le même pouvoir de télépathie que lui.<br>D'ailleurs un étrange professeur vient de s'installer dans la région pour étudier en cachette cette concentration particulière de super pouvoirs...;http://static.media.dpstream.net/s/5534/minna!-esper-dayo!-1475148487.jpg;Série Minna! Esper Dayo! streaming,Minna! Esper Dayo! dpstream, Série Minna! Esper Dayo! HD, Minna! Esper Dayo! streaming VF
1428;Lightning Point (Alien Surf Girls);ND;Terminée;ND;;;En cours de classement;;ND;ND;Lightning Point est une station balnéaire où débarque un vaisseau spatial, avec à son bord deux extraterrestres nommées Zoey et Kiki. Les deux aliens sont fascinées par l'océan et ses vagues, qui n'existent pas sur leur planète. Elles ne tardent pas à s'emparer d'un surf et commencer à se passionner pour la glisse sur l'eau. <br><br><br><br>Titre original : Lightning Point <br>Autre titre : Alien Surf Girls<br><br>Créée par Jonathan M. Shiff (2012) - 1 saison, 26 épisodes<br>Statut : En production<br><br>Nationalité : Australienne - Genre : Comédie, Science fiction, Fantastique, Teen série<br>Avec Philippa Coulthard, Lucy Fry, Jessica Green, Kenji Fitzgerald, Paige Houden, Andrew J. Morley<br>Format : 22 minutes;https://embed.mixturecloud.com/media/800/VV7Vra8i.jpg;Série Lightning Point (Alien Surf Girls) streaming,Lightning Point (Alien Surf Girls) dpstream, Série Lightning Point (Alien Surf Girls) HD, Lightning Point (Alien Surf Girls) streaming VF
1429;Au Coeur de l'étrange;ND;En cours;99 min;M6;Sidonie Bonnec;Documentaire,Mystère,Paranormal,Ufologie;France;1;4;"Sidonie Bonnec revient avec un nouveau magazine dans Au cur de létrange, lanimatrice sintéresse au monde fascinant de létrange en explorant tous les phénomènes irrationnels qui alimentent les plus folles rumeurs. 

01 x 01 - 20121003 - L'apocalypse - Population zéro
01 x 02 - 20130501 - OVNI, extraterrestres : sont-ils vraiment parmi nous ? - OVNI, les nouvelles preuves
01 x 03 - 20131030 - Fantômes : faut-il y croire ?
01 x 04 - 20150505 - OVNI : les nouveaux dossiers secrets";http://static.media.dpstream.net/s/5532/h1cph1a1tcb-2sm8qujuyljteru-1475147019.jpg;Série Au Coeur de l'étrange streaming,Au Coeur de l'étrange dpstream, Série Au Coeur de l'étrange HD, Au Coeur de l'étrange streaming VF
1430;Odysseus;ND;Terminée;ND;;;En cours de classement;;ND;ND;Situation critique à Ithaque : voila dix ans que La Guerre de Troie est terminée et que tous les guerriers sont rentrés, tous sauf un : Ulysse, dont la rumeur dit quil sest perdu en mer. Ithaque, privée de roi depuis trop longtemps, manque de tout, et le peuple commence à gronder. Pénélope préserve comme elle peut le trône de son mari et tient à bout de bras ce qui lui reste de pouvoir. Elle doit faire face chaque jour aux doutes de tous sur le retour dUlysse, et aux manigances de Léocrite, chef des guerriers prétendants au trône. Protégé et écarté par sa mère des jeux de pouvoir, Télémaque, jeune prince ni stratège ni guerrier, devra pourtant agir pour Ithaque. Télémaque sera-t-il capable de défendre le trône de son père ? Et si, après 20 ans dabsence, Ulysse revenait ?<br><br>Série créée par Frédéric Azemar en 2013<br><br>Saison : 1 - Épisodes : 12 - Format : en production<br>Origine : France/Italie/Portugal - Genre : Péplum - Format : 52 mn<br>Avec : Alessio Boni, Caterina Murino, Niels Schneider;http://static.media.dpstream.net/s/5531/130614091801739320-1475146959.png;Série Odysseus streaming,Odysseus dpstream, Série Odysseus HD, Odysseus streaming VF
1431;Dates;ND;Terminée;ND;;;En cours de classement;;ND;ND;Tentative de compréhension de la complexité des relations amoureuses comptemporaines, au travers d'un rendez-vous par épisode...<br><br><br>Série créée  par Bryan Elsley en 2013<br><br>Saisons : 1 - Épisodes : 9 - Statut : en production<br>Origine : Grande-Bretagne - Genre : Drame - Format : 30 mn<br>Avec : Ben Chaplin, Sheridan Smith, Andrew Scott;https://s.gks.gs/img/img/06-2013/3496161391.png;Série Dates streaming,Dates dpstream, Série Dates HD, Dates streaming VF
1432;La Chambre des Dames;ND;Terminée;ND;;;En cours de classement;;ND;ND;En 1246, dans la France du roi saint Louis. Florie, quinze ans, fille de Mathilde et d'Etienne Brunel, maître-orfèvre à Paris, épouse Philippe Thomassin. Beaucoup plus jeune que son mari, Mathilde la mère souffre en silence du manque de sensualité de son époux. Au cours de la fête de mai, Guillaume, le beau mais brutal cousin de Philippe, se prend de passion pour Florie. La jeune femme le repousse. Mathilde n'est pas non plus insensible au charme viril de Guillaume, mais sa grande foi lui montre la folie d'une telle infatuation. Mais Guillaume ne renonce pas à Florie et est prêt à tout pour arriver à ses fins ...<br><br>Série créée en 1982<br><br>Saison : 1 - Episodes : 10 - Statut : production achevée en 1982<br>Origine : France - Genre : Romance - Format : 55mn;http://static.media.dpstream.net/s/5529/la-chambre-des-dames-affiche_309548_46850-1475146890.jpg;Série La Chambre des Dames streaming,La Chambre des Dames dpstream, Série La Chambre des Dames HD, La Chambre des Dames streaming VF
1433;A Place to Call Home;ND;En cours;46 min;Bevan Lee;Arianwen Parkes-Lockwood, Marta Dusseldorp, Noni Hazlehurst;Drame;Australie;3;35;Au début des années 50, le destin et les épreuves d'une femme mystérieuse mais volontaire, partagée entre ses souvenirs douloureux de la Seconde Guerre mondiale en Europe et lespoir dune nouvelle vie en Australie.;http://static.media.dpstream.net/s/5528/cya-yosuwhy.market_maxres-1475146795.jpg;Série A Place to Call Home streaming,A Place to Call Home dpstream, Série A Place to Call Home HD, A Place to Call Home streaming VF
1434;Devious Maids;ND;En cours;42 min;Marc Cherry;Ana Ortiz, Dania Ramirez, Roselyn Sanchez;Comédie,Drame;États-Unis;4;39;"Quatre femmes de ménage d'origine latine travaillent pour de riches familles au cur de luxueuses villas de Beverly Hills. Lorsque l'une de leurs amies est tuée dans des circonstances mystérieuses, elles s'interrogent sur leurs rêves et leurs espoirs déçus, sur leurs patrons, tous plus névrosés les uns que les autres, et sur leur avenir...


Info : Adaptation US d'une telenovela mexicaine";http://static.media.dpstream.net/s/5527/145896.jpg-r_640_600-b_1_d6d6d6-f_jpg-q_x-xxyxx-1466416412.jpg;Série Devious Maids streaming,Devious Maids dpstream, Série Devious Maids HD, Devious Maids streaming VF
1435;Maron;ND;Terminée;ND;;;En cours de classement;;ND;ND;Après des années difficiles entre une carrière qui ne décolle pas, des problèmes d'alcoolisme et deux divorces, le comédien Marc Maron voit une nouvelle vie s'ouvrir à lui, grâce à l'incroyable succès de ses WTF podcasts. La liberté de ton lui permet d'aborder bien des sujets et de se livrer avec un humour féroce, n'hésitant pas à raconter sa rencontre avec une dominatrice, le parrainage d'un ancien escroc sobre depuis peu, et sa traque d'un internaute qui le casse sur Twitter. La popularité de son émission attire par ailleurs de nombreux invités partants pour se prêter au jeu. <br><br>Créée en 2013.<br><br>Saisons : 1 - Épisodes : 10 - Statut : En production.<br>Format : 26 min - Genre : Comédie - Pays : États-Unis;http://static.media.dpstream.net/s/5526/130507_books_attemptingnormal.jpg.crop.article250-medium-1475146755.jpg;Série Maron streaming,Maron dpstream, Série Maron HD, Maron streaming VF
1436;Détectives;ND;Terminée;ND;;;En cours de classement;;ND;ND;A la tête de l'agence de détectives privés fondée par son père, Philippe choisit les affaires au coup de cur. Pas question pour lui de prendre une affaire juste pour faire tourner l'agence. Aussi Maxime, le père, décide d'intervenir pour remédier aux difficultés financières, imposant à son fils Nora, une ex de la DGSE spécialisée dans l'espionnage industriel.<br><br><br>Titre original : Détectives<br>Créée par Marc Eisenchteter, Stéphane Kazandjian en 2013<br><br>Saisons : 02 - Épisodes : 16 - Statut : En production<br>Format : 52 mn - Genre : Comédie, Policier - Nationalité : Française<br>Avec  	Philippe Lefebvre, Sara Martins, Jean-Luc Bideau;http://static.media.dpstream.net/s/5525/detectives-1475146408.jpg;Série Détectives streaming,Détectives dpstream, Série Détectives HD, Détectives streaming VF
1437;Mr And Mrs Murder (Mr & Mrs Murder);ND;Terminée;42 min;;Shaun Micallef, Kat Stewart, Jonny Pasvolsky;Comédie;Australie;1;13;Charlie et Nicola Buchanan des nettoyeurs de scènes de crime. ils recueillent des preuves et des indices que la police a peut-être manqués. De temps en temps,ils vont jusqu'à aider la police à résoudre les enquètes;http://static.media.dpstream.net/s/5524/mrmrsmurder-1475146291.jpg;Série Mr And Mrs Murder (Mr & Mrs Murder) streaming,Mr And Mrs Murder (Mr & Mrs Murder) dpstream, Série Mr And Mrs Murder (Mr & Mrs Murder) HD, Mr And Mrs Murder (Mr & Mrs Murder) streaming VF
1438;Pawn Stars (US);ND;En cours;23 min;;Rick Harrison, Corey Harrison;Documentaire,Histoire,Téléréalité,Divertissement;États-Unis;12;401;"Cette série de docu-réalité permet aux téléspectateurs d'observer les activités de la Gold & Silver Pawn Shop, une entreprise de prêt sur gages pas comme les autres. Les trois personnages colorés qui gèrent ce commerce de Las Vegas - Rick Harrison, son fils Corey et son père Richard, dit 'Le vieux' - voient défiler chaque jour des clients qui souhaitent échanger des objets anciens plus ou moins précieux contre de l'argent sonnant. C'est alors que les Harrison doivent démontrer leur flair en séparant le vrai du faux, et la pacotille des véritables trésors !

Titre Québécois : Pawn Stars: prêteurs sur gages (VFQ sur History Channel)
Titre Français : Pawn Stars : Les rois des enchères (VFF sur Planète, D17 et D18)

ATTENTION ,cette émission est également adaptée dans d'autres pays, merci de ne pas les confondre.

Guide des épisodes sur
https://fr.wikipedia.org/wiki/Pawn_Stars";http://static.media.dpstream.net/s/5523/pawn_stars_cast-1475146143.png;Série Pawn Stars (US) streaming,Pawn Stars (US) dpstream, Série Pawn Stars (US) HD, Pawn Stars (US) streaming VF
